,short_title,icd9_code,long_title
6854,Fetal cns malfor-antepar,65503,"Central nervous system malformation in fetus, antepartum condition or complication"
6855,Fetal chromos abn-unspec,65510,"Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable"
6856,Fetal chromoso abn-deliv,65511,"Chromosomal abnormality in fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
6857,Fet chromo abn-antepart,65513,"Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication"
6858,Famil heredit dis-unspec,65520,"Hereditary disease in family possibly affecting fetus, affecting management of mother, unspecified as to episode of care or not applicable"
6859,Famil heredit dis-deliv,65521,"Hereditary disease in family possibly affecting fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
6860,Famil hered dis-antepart,65523,"Hereditary disease in family possibly affecting fetus, affecting management of mother, antepartum condition or complication"
6861,Fet damg d/t virus-unsp,65530,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
6862,Fet damg d/t virus-deliv,65531,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition"
6863,Fet damg d/t virus-antep,65533,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, antepartum condition or complication"
6864,Fet damg d/t dis-unspec,65540,"Suspected damage to fetus from other disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
6865,Fet damg d/t dis-deliver,65541,"Suspected damage to fetus from other disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition"
6866,Fet damg d/t dis-antepar,65543,"Suspected damage to fetus from other disease in the mother, affecting management of mother, antepartum condition or complication"
6867,Fetal damg d/t drug-unsp,65550,"Suspected damage to fetus from drugs, affecting management of mother, unspecified as to episode of care or not applicable"
6868,Fet damag d/t drug-deliv,65551,"Suspected damage to fetus from drugs, affecting management of mother, delivered, with or without mention of antepartum condition"
6869,Fet damg d/t drug-antepa,65553,"Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication"
6870,Radiat fetal damag-unsp,65560,"Suspected damage to fetus from radiation, affecting management of mother, unspecified as to episode of care or not applicable"
6871,Radiat fetal damag-deliv,65561,"Suspected damage to fetus from radiation, affecting management of mother, delivered,"
6872,Radiat fet damag-antepar,65563,"Suspected damage to fetus from radiation, affecting management of mother, antepartum condition or complication"
6873,Decrease fetl movmt unsp,65570,"Decreased fetal movements, affecting management of mother, unspecified as to episode of care"
6874,Decrease fetal movmt del,65571,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition"
6875,Dec fetal movmt antepart,65573,"Decreased fetal movements, affecting management of mother, antepartum condition or complication"
6876,Fetal abnorm NEC-unspec,65580,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable"
6877,Fetal abnorm NEC-deliver,65581,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition"
6878,Fetal abnorm NEC-antepar,65583,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication"
6879,Fetal abnorm NOS-unspec,65590,"Unspecified suspected fetal abnormality, affecting management of mother, unspecified as to episode of care or not applicable"
6880,Fetal abnorm NOS-deliver,65591,"Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition"
6881,Fetal abnorm NOS-antepar,65593,"Unspecified suspected fetal abnormality, affecting management of mother, antepartum condition or complication"
6882,Fetal-maternal hem-unsp,65600,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
6883,Fetal-maternal hem-deliv,65601,"Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition"
6884,Fetal-matern hem-antepar,65603,"Fetal-maternal hemorrhage, antepartum condition or complication"
6885,Rh isoimmunization-unsp,65610,"Rhesus isoimmunization, unspecified as to episode of care or not applicable"
6886,Rh isoimmunizat-deliver,65611,"Rhesus isoimmunization, delivered, with or without mention of antepartum condition"
6887,Rh isoimmunizat-antepart,65613,"Rhesus isoimmunization, antepartum condition or complication"
6888,Abo isoimmunization-unsp,65620,"Isoimmunization from other and unspecified blood-group incompatibility, unspecified as to episode of care or not applicable"
6889,Abo isoimmunizat-deliver,65621,"Isoimmunization from other and unspecified blood-group incompatibility, delivered, with or without mention of antepartum condition"
6890,"Fx mid/prx phal, hand-op",81611,Open fracture of middle or proximal phalanx or phalanges of hand
6891,"Fx distal phal, hand-opn",81612,Open fracture of distal phalanx or phalanges of hand
6892,"Fx mult phalan, hand-opn",81613,Open fracture of multiple sites of phalanx or phalanges of hand
6893,Multiple fx hand-closed,8170,Multiple closed fractures of hand bones
6894,Multiple fx hand-open,8171,Multiple open fractures of hand bones
6895,Fx arm mult/NOS-closed,8180,Ill-defined closed fractures of upper limb
6896,Fx arm mult/NOS-open,8181,Ill-defined open fractures of upper limb
6897,Fx arms w rib/sternum-cl,8190,"Multiple closed fractures involving both upper limbs, and upper limb with rib(s) and sternum"
6898,Fx arms w rib/stern-open,8191,"Multiple open fractures involving both upper limbs, and upper limb with rib(s) and sternum"
6899,Fx femur intrcaps NOS-cl,82000,"Closed fracture of intracapsular section of neck of femur, unspecified"
6900,Fx up femur epiphy-clos,82001,Closed fracture of epiphysis (separation) (upper) of neck of femur
6901,"Fx femur, midcervic-clos",82002,Closed fracture of midcervical section of neck of femur
6902,Fx base femoral nck-clos,82003,Closed fracture of base of neck of femur
6903,Fx femur intrcaps NEC-cl,82009,Other closed transcervical fracture of neck of femur
6904,Fx femur intrcap NOS-opn,82010,"Open fracture of intracapsular section of neck of femur, unspecified"
6905,Fx up femur epiphy-open,82011,Open fracture of epiphysis (separation) (upper) of neck of femur
6906,"Fx femur, midcervic-open",82012,Open fracture of midcervical section of neck of femur
6907,Fx base femoral nck-open,82013,Open fracture of base of neck of femur
6908,Fx femur intrcap NEC-opn,82019,Other open transcervical fracture of neck of femur
6909,Trochanteric fx NOS-clos,82020,Closed fracture of trochanteric section of neck of femur
6910,Intertrochanteric fx-cl,82021,Closed fracture of intertrochanteric section of neck of femur
6911,Subtrochanteric fx-close,82022,Closed fracture of subtrochanteric section of neck of femur
6912,Trochanteric fx NOS-open,82030,"Open fracture of trochanteric section of neck of femur, unspecified"
6913,Intertrochanteric fx-opn,82031,Open fracture of intertrochanteric section of neck of femur
6914,Subtrochanteric fx-open,82032,Open fracture of subtrochanteric section of neck of femur
6915,Fx neck of femur NOS-cl,8208,Closed fracture of unspecified part of neck of femur
6916,Fx neck of femur NOS-opn,8209,Open fracture of unspecified part of neck of femur
6917,Fx femur NOS-closed,82100,Closed fracture of unspecified part of femur
6918,Fx femur shaft-closed,82101,Closed fracture of shaft of femur
6919,Fx femur NOS-open,82110,Open fracture of unspecified part of femur
6920,Fx femur shaft-open,82111,Open fracture of shaft of femur
6921,Fx low end femur NOS-cl,82120,"Closed fracture of lower end of femur, unspecified part"
6922,Fx femoral condyle-close,82121,"Closed fracture of condyle, femoral"
6923,Fx low femur epiphy-clos,82122,"Closed fracture of epiphysis, lower (separation) of femur"
6924,Supracondyl fx femur-cl,82123,Closed supracondylar fracture of femur
6925,Fx low end femur NEC-cl,82129,Other closed fracture of lower end of femur
6926,Fx low end femur NOS-opn,82130,"Open fracture of lower end of femur, unspecified part"
6927,Fx femoral condyle-open,82131,"Open fracture of condyle, femoral"
6928,Fx low femur epiphy-open,82132,Open fracture of epiphysis. Lower (separation) of femur
6929,Supracondyl fx femur-opn,82133,Open supracondylar fracture of femur
6930,Fx low end femur NEC-opn,82139,Other open fracture of lower end of femur
6931,Fracture patella-closed,8220,Closed fracture of patella
6932,Fracture patella-open,8221,Open fracture of patella
6933,Gonorrhea-delivered,64711,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6934,Gonorrhea-antepartum,64713,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6935,Gonorrhea-postpartum,64714,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
6936,Other VD in preg-unspec,64720,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6937,Other vd-delivered,64721,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6938,Other vd-delivered w p/p,64722,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6939,Other vd-antepartum,64723,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6940,Other vd-postpartum,64724,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication"
6941,TB in preg-unspecified,64730,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6942,Tuberculosis-delivered,64731,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6943,Tuberculosis-deliv w p/p,64732,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6944,Tuberculosis-antepartum,64733,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6945,Tuberculosis-postpartum,64734,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication"
6946,Malaria in preg-unspec,64740,"Malaria in the mother, unspecified as to episode of care or not applicable"
6947,Malaria-delivered,64741,"Malaria in the mother, delivered, with or without mention of antepartum condition"
6948,Malaria-delivered w p/p,64742,"Malaria in the mother, delivered, with mention of postpartum complication"
6949,Malaria-antepartum,64743,"Malaria in the mother, antepartum condition or complication"
6950,Malaria-postpartum,64744,"Malaria in the mother, postpartum condition or complication"
6951,Abo isoimmunizat-antepar,65623,"Isoimmunization from other and unspecified blood-group incompatibility, antepartum condition or complication"
6952,Fetal distress-unspec,65630,"Fetal distress, affecting management of mother, unspecified as to episode of care or not applicable"
6953,Fetal distress-delivered,65631,"Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition"
6954,Fetal distress-antepart,65633,"Fetal distress, affecting management of mother, antepartum condition or complication"
6955,Intrauterine death-unsp,65640,"Intrauterine death, affecting management of mother, unspecified as to episode of care or not applicable"
6956,Intrauter death-deliver,65641,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition"
6957,Intrauter death-antepart,65643,"Intrauterine death, affecting management of mother, antepartum condition or complication"
6958,Poor fetal growth-unspec,65650,"Poor fetal growth, affecting management of mother, unspecified as to episode of care or not applicable"
6959,Poor fetal growth-deliv,65651,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
6960,Poor fetal grth-antepart,65653,"Poor fetal growth, affecting management of mother, antepartum condition or complication"
6961,Excess fetal grth-unspec,65660,"Excessive fetal growth, affecting management of mother, unspecified as to episode of care or not applicable"
6962,Excess fetal grth-deliv,65661,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
6963,Polycyst kid-autosom dom,75313,"Polycystic kidney, autosomal dominant"
6964,Excess fet grth-antepart,65663,"Excessive fetal growth, affecting management of mother, antepartum condition or complication"
6965,Oth placent cond-unspec,65670,"Other placental conditions, affecting management of mother, unspecified as to episode of care or not applicable"
6966,Oth placent cond-deliver,65671,"Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition"
6967,Oth placent cond-antepar,65673,"Other placental conditions, affecting management of mother, antepartum condition or complication"
6968,Fet/plac prob NEC-unspec,65680,"Other specified fetal and placental problems, affecting management of mother, unspecified as to episode of care or not applicable"
6969,Fet/plac prob NEC-deliv,65681,"Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition"
6970,Fet/plac prob NEC-antepa,65683,"Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication"
6971,Fet/plac prob NOS-unspec,65690,"Unspecified fetal and placental problem, affecting management of mother, unspecified as to episode of care or not applicable"
6972,Fet/plac prob NOS-deliv,65691,"Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition"
6973,Fet/plac prob NOS-antepa,65693,"Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication"
6974,Polyhydramnios-unspec,65700,"Polyhydramnios, unspecified as to episode of care or not applicable"
6975,Polyhydramnios-delivered,65701,"Polyhydramnios, delivered, with or without mention of antepartum condition"
6976,Polyhydramnios-antepart,65703,"Polyhydramnios, antepartum condition or complication"
6977,Oligohydramnios-unspec,65800,"Oligohydramnios, unspecified as to episode of care or not applicable"
6978,Oligohydramnios-deliver,65801,"Oligohydramnios, delivered, with or without mention of antepartum condition"
6979,Oligohydramnios-antepar,65803,"Oligohydramnios, antepartum condition or complication"
6980,Prem rupt membran-unspec,65810,"Premature rupture of membranes, unspecified as to episode of care or not applicable"
6981,Prem rupt membran-deliv,65811,"Premature rupture of membranes, delivered, with or without mention of antepartum condition"
6982,Prem rupt memb-antepart,65813,"Premature rupture of membranes, antepartum condition or complication"
6983,Prolong rupt memb-unspec,65820,"Delayed delivery after spontaneous or unspecified rupture of membranes, unspecified as to episode of care or not applicable"
6984,Amniotic prob NOS-unspec,65890,"Unspecified problem associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
6985,Amniotic prob NOS-deliv,65891,"Unspecified problem associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition"
6986,Amnion prob NOS-antepart,65893,"Unspecified problem associated with amniotic cavity and membranes, antepartum condition or complication"
6987,Fail mechan induct-unsp,65900,"Failed mechanical induction of labor, unspecified as to episode of care or not applicable"
6988,Fail mech induct-deliver,65901,"Failed mechanical induction of labor, delivered, with or without mention of antepartum condition"
6989,Fail mech induct-antepar,65903,"Failed mechanical induction of labor, antepartum condition or complication"
6990,Fail induction NOS-unsp,65910,"Failed medical or unspecified induction of labor, unspecified as to episode of care or not applicable"
6991,Fail induction NOS-deliv,65911,"Failed medical or unspecified induction of labor, delivered, with or without mention of antepartum condition"
6992,Fail induct NOS-antepart,65913,"Failed medical or unspecified induction of labor, antepartum condition or complication"
6993,Pyrexia in labor-unspec,65920,"Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable"
6994,Pyrexia in labor-deliver,65921,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition"
6995,Pyrexia in labor-antepar,65923,"Maternal pyrexia during labor, unspecified, antepartum condition or complication"
6996,Septicemia in labor-unsp,65930,"Generalized infection during labor, unspecified as to episode of care or not applicable"
6997,Septicem in labor-deliv,65931,"Generalized infection during labor, delivered, with or without mention of antepartum condition"
6998,Septicem in labor-antepa,65933,"Generalized infection during labor, antepartum condition or complication"
6999,Grand multiparity-unspec,65940,"Grand multiparity, unspecified as to episode of care or not applicable"
7000,Grand multiparity-deliv,65941,"Grand multiparity, delivered, with or without mention of antepartum condition"
7001,Grand multiparity-antepa,65943,"Grand multiparity, antepartum condition or complication"
7002,Elderly primigravid-unsp,65950,"Elderly primigravida, unspecified as to episode of care or not applicable"
7003,Elderly primigravida-del,65951,"Elderly primigravida, delivered, with or without mention of antepartum condition"
7004,Elder primigravid-antepa,65953,"Elderly primigravida, antepartum condition or complication"
7005,Elderly multigravida-uns,65960,"Elderly multigravida, unspecified as to episode of care or not applicable"
7006,Elderly multigravida-del,65961,"Elderly multigravida, delivered with or without mention of antepartum condition"
7007,Elderly multigravd-antep,65963,"Elderly multigravida, antepartum condition or complication"
7008,Abn ftl hrt rate/rhy-uns,65970,"Abnormality in fetal heart rate or rhythm, unspecified as to episode of care or not applicable"
7009,Abn ftl hrt rate/rhy-del,65971,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition"
7010,Abn ftl hrt rate/rhy-ant,65973,"Abnormality in fetal heart rate or rhythm, antepartum condition or complication"
7011,Complic labor NEC-unsp,65980,"Other specified indications for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
7012,Complic labor NEC-deliv,65981,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
7013,Compl labor NEC-antepart,65983,"Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication"
7014,Polycyst kid-autosom rec,75314,"Polycystic kidney, autosomal recessive"
7015,Complic labor NOS-unsp,65990,"Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
7016,Complic labor NOS-deliv,65991,"Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
7017,Compl labor NOS-antepart,65993,"Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication"
7018,Obstruct/fet malpos-unsp,66000,"Obstruction caused by malposition of fetus at onset of labor, unspecified as to episode of care or not applicable"
7019,Obstruc/fet malpos-deliv,66001,"Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition"
7020,Obstruc/fet malpos-antep,66003,"Obstruction caused by malposition of fetus at onset of labor, antepartum condition or complication"
7021,Bony pelv obstruc-unspec,66010,"Obstruction by bony pelvis during labor, unspecified as to episode of care or not applicable"
7022,Bony pelv obstruct-deliv,66011,"Obstruction by bony pelvis during labor, delivered, with or without mention of antepartum condition"
7023,Bony pelv obstruc-antepa,66013,"Obstruction by bony pelvis during labor, antepartum condition or complication"
7024,Abn pelv tiss obstr-unsp,66020,"Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable"
7025,Abn pelv tis obstr-deliv,66021,"Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition"
7026,Abn pelv tis obstr-antep,66023,"Obstruction by abnormal pelvic soft tissues during labor, antepartum condition or complication"
7027,Persist occipitpost-unsp,66030,"Deep transverse arrest and persistent occipitoposterior position, unspecified as to episode of care or not applicable"
7028,Persist occiptpost-deliv,66031,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition"
7029,Persist occiptpost-antep,66033,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication"
7030,Shoulder dystocia-unspec,66040,"Shoulder (girdle) dystocia, unspecified as to episode of care or not applicable"
7031,Shoulder dystocia-deliv,66041,"Shoulder (girdle) dystocia, delivered, with or without mention of antepartum condition"
7032,Uterine size descrp-unsp,64960,"Uterine size date discrepancy, unspecified as to episode of care or not applicable"
7033,Uterine size descrep-del,64961,"Uterine size date discrepancy, delivered, with or without mention of antepartum condition"
7034,Uterine size-del w p/p,64962,"Uterine size date discrepancy, delivered, with mention of postpartum complication"
7035,Uterine size des-antepar,64963,"Uterine size date discrepancy, antepartum condition or complication"
7036,Uterine size descrep-p/p,64964,"Uterine size date discrepancy, postpartum condition or complication"
7037,Actinic keratosis,7020,Actinic keratosis
7038,Inflamed sbrheic keratos,70211,Inflamed seborrheic keratosis
7039,Other sborheic keratosis,70219,Other seborrheic keratosis
7040,Prolong rupt memb-deliv,65821,"Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition"
7041,Prolong rup memb-antepar,65823,"Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication"
7042,Artific rupt membr-unsp,65830,"Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable"
7043,Artific rupt membr-deliv,65831,"Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition"
7044,Artif rupt memb-antepart,65833,"Delayed delivery after artificial rupture of membranes, antepartum condition or complication"
7045,Amniotic infection-unsp,65840,"Infection of amniotic cavity, unspecified as to episode of care or not applicable"
7046,Amniotic infection-deliv,65841,"Infection of amniotic cavity, delivered, with or without mention of antepartum condition"
7047,Amniotic infect-antepart,65843,"Infection of amniotic cavity, antepartum condition or complication"
7048,Amniotic prob NEC-unspec,65880,"Other problems associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
7049,Amniotic prob NEC-deliv,65881,"Other problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition"
7050,Amnion prob NEC-antepart,65883,"Other problems associated with amniotic cavity and membranes, antepartum"
7051,Shoulder dystocia-antepa,66043,"Shoulder (girdle) dystocia, antepartum condition or complication"
7052,Locked twins-unspecified,66050,"Locked twins, unspecified as to episode of care or not applicable"
7053,Locked twins-delivered,66051,"Locked twins, delivered, with or without mention of antepartum condition"
7054,Locked twins-antepartum,66053,"Locked twins, antepartum condition or complication"
7055,Fail trial lab NOS-unsp,66060,"Unspecified failed trial of labor, unspecified as to episode of care or not applicable"
7056,Fail trial lab NOS-deliv,66061,"Unspecified failed trial of labor, delivered, with or without mention of antepartum condition"
7057,Fail trial lab NOS-antep,66063,"Unspecified failed trial of labor, antepartum condition or complication"
7058,Failed forcep NOS-unspec,66070,"Failed forceps or vacuum extractor, unspecified, unspecified as to episode of care or not applicable"
7059,Failed forceps NOS-deliv,66071,"Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition"
7060,Fail forceps NOS-antepar,66073,"Failed forceps or vacuum extractor, unspecified, antepartum condition or complication"
7061,Obstruc labor NEC-unspec,66080,"Other causes of obstructed labor, unspecified as to episode of care or not applicable"
7062,Obstruct labor NEC-deliv,66081,"Other causes of obstructed labor, delivered, with or without mention of antepartum condition"
7063,Obstruc labor NEC-antepa,66083,"Other causes of obstructed labor, antepartum condition or complication"
7064,Obstruc labor NOS-unspec,66090,"Unspecified obstructed labor, unspecified as to episode of care or not applicable"
7065,Obstruct labor NOS-deliv,66091,"Unspecified obstructed labor, delivered, with or without mention of antepartum condition"
7066,Obstruc labor NOS-antepa,66093,"Unspecified obstructed labor, antepartum condition or complication"
7067,Prim uterine inert-unsp,66100,"Primary uterine inertia, unspecified as to episode of care or not applicable"
7068,Prim uterine inert-deliv,66101,"Primary uterine inertia, delivered, with or without mention of antepartum condition"
7069,Prim uter inert-antepart,66103,"Primary uterine inertia, antepartum condition or complication"
7070,Sec uterine inert-unspec,66110,"Secondary uterine inertia, unspecified as to episode of care or not applicable"
7071,Sec uterine inert-deliv,66111,"Secondary uterine inertia, delivered, with or without mention of antepartum condition"
7072,Sec uterine inert-antepa,66113,"Secondary uterine inertia, antepartum condition or complication"
7073,Uterine inertia NEC-unsp,66120,"Other and unspecified uterine inertia, unspecified as to episode of care or not applicable"
7074,Uterine inert NEC-deliv,66121,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition"
7075,Uterine inert NEC-antepa,66123,"Other and unspecified uterine inertia, antepartum condition or complication"
7076,Precipitate labor-unspec,66130,"Precipitate labor, unspecified as to episode of care or not applicable"
7077,Precipitate labor-deliv,66131,"Precipitate labor, delivered, with or without mention of antepartum condition"
7078,Precipitate labor-antepa,66133,"Precipitate labor, antepartum condition or complication"
7079,Uter dystocia NOS-unspec,66140,"Hypertonic, incoordinate, or prolonged uterine contractions, unspecified as to episode of care or not applicable"
7080,Uter dystocia NOS-deliv,66141,"Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition"
7081,Uter dystocia NOS-antepa,66143,"Hypertonic, incoordinate, or prolonged uterine contractions, antepartum condition or complication"
7082,Abnormal labor NOS-unsp,66190,"Unspecified abnormality of labor, unspecified as to episode of care or not applicable"
7083,Abnormal labor NOS-deliv,66191,"Unspecified abnormality of labor, delivered, with or without mention of antepartum condition"
7084,Abnorm labor NOS-antepar,66193,"Unspecified abnormality of labor, antepartum condition or complication"
7085,Prolonged 1st stage-unsp,66200,"Prolonged first stage of labor, unspecified as to episode of care or not applicable"
7086,Prolong 1st stage-deliv,66201,"Prolonged first stage of labor, delivered, with or without mention of antepartum condition"
7087,Prolong 1st stage-antepa,66203,"Prolonged first stage of labor, antepartum condition or complication"
7088,Prolonged labor NOS-unsp,66210,"Unspecified prolonged labor, unspecified as to episode of care or not applicable"
7089,Prolong labor NOS-deliv,66211,"Unspecified prolonged labor, delivered, with or without mention of antepartum condition"
7090,Prolong labor NOS-antepa,66213,"Unspecified prolonged labor, antepartum condition or complication"
7091,Prolonged 2nd stage-unsp,66220,"Prolonged second stage of labor, unspecified as to episode of care or not applicable"
7092,Prolong 2nd stage-deliv,66221,"Prolonged second stage of labor, delivered, with or without mention of antepartum condition"
7093,Prolong 2nd stage-antepa,66223,"Prolonged second stage of labor, antepartum condition or complication"
7094,Delay del 2nd twin-unsp,66230,"Delayed delivery of second twin, triplet, etc., unspecified as to episode of care or not applicable"
7095,Delay del 2nd twin-deliv,66231,"Delayed delivery of second twin, triplet, etc., delivered, with or without mention of antepartum condition"
7096,Delay del 2 twin-antepar,66233,"Delayed delivery of second twin, triplet, etc., antepartum condition or complication"
7097,Cord prolapse-unspec,66300,"Prolapse of cord complicating labor and delivery, unspecified as to episode of care or not applicable"
7098,Cord prolapse-delivered,66301,"Prolapse of cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
7099,Cord prolapse-antepartum,66303,"Prolapse of cord complicating labor and delivery, antepartum condition or complication"
7100,Cord around neck-unspec,66310,"Cord around neck with compression, complicating labor and delivery, unspecified as to episode of care or not applicable"
7101,Cord around neck-deliver,66311,"Cord around neck, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
7102,Cord around neck-antepar,66313,"Cord around neck, with compression, complicating labor and delivery, antepartum condition or complication"
7103,Cord compress NEC-unspec,66320,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, unspecified as to episode of care or not applicable"
7104,Cord compress NEC-deliv,66321,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
7105,Cord compres NEC-antepar,66323,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum condition or complication"
7106,Cord entangle NEC-unspec,66330,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, unspecified as to episode of care or not applicable"
7107,Cord entangle NEC-deliv,66331,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
7108,Cord entangl NEC-antepar,66333,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, antepartum condition or complication"
7109,Short cord-unspecified,66340,"Short cord complicating labor and delivery, unspecified as to episode of care or not applicable"
7110,Short cord-delivered,66341,"Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
7111,Short cord-antepartum,66343,"Short cord complicating labor and delivery, antepartum condition or complication"
7112,Vasa previa-unspecified,66350,"Vasa previa complicating labor and delivery, unspecified as to episode of care or not applicable"
7113,Vasa previa-delivered,66351,"Vasa previa complicating labor and delivery, delivered, with or without mention of antepartum condition"
7114,Vasa previa-antepartum,66353,"Vasa previa complicating labor and delivery, antepartum condition or complication"
7115,Vasc lesion cord-unspec,66360,"Vascular lesions of cord complicating labor and delivery, unspecified as to episode of care or not applicable"
7116,Vasc lesion cord-deliver,66361,"Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
7117,Vasc lesion cord-antepar,66363,"Vascular lesions of cord complicating labor and delivery, antepartum condition or complication"
7118,Cord complicat NEC-unsp,66380,"Other umbilical cord complications complicating labor and delivery, unspecified as to episode of care or not applicable"
7119,Cord complicat NEC-deliv,66381,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition"
7120,Cord compl NEC-antepart,66383,"Other umbilical cord complications complicating labor and delivery, antepartum condition or complication"
7121,Cord complicat NOS-unsp,66390,"Unspecified umbilical cord complication complicating labor and delivery, unspecified as to episode of care or not applicable"
7122,Cord complicat NOS-deliv,66391,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition"
7123,Cord compl NOS-antepart,66393,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication"
7124,Del w 1 deg lacerat-unsp,66400,"First-degree perineal laceration, unspecified as to episode of care or not applicable"
7125,Del w 1 deg lacerat-del,66401,"First-degree perineal laceration, delivered, with or without mention of antepartum condition"
7126,Del w 1 deg lac-postpart,66404,"First-degree perineal laceration, postpartum condition or complication"
7127,Del w 2 deg lacerat-unsp,66410,"Second-degree perineal laceration, unspecified as to episode of care or not applicable"
