,icd9_code,short_title,long_title
1995,8392,Insert skel musc stimula,Insertion or replacement of skeletal muscle stimulator
1996,8393,Remov skel musc stimulat,Removal of skeletal muscle stimulator
1997,8394,Aspiration of bursa,Aspiration of bursa
1998,7071,Suture vagina laceration,Suture of laceration of vagina
1999,7072,Repair colovagin fistula,Repair of colovaginal fistula
2000,7073,Repair rectovag fistula,Repair of rectovaginal fistula
2001,7074,Rep vaginoent fistul NEC,Repair of other vaginoenteric fistula
2002,7075,Repair vag fistula NEC,Repair of other fistula of vagina
2003,7076,Hymenorrhaphy,Hymenorrhaphy
2004,7077,Vaginal suspens & fixat,Vaginal suspension and fixation
2005,7078,Vag susp/fix w grft/pros,Vaginal suspension and fixation with graft or prosthesis
2006,7079,Vaginal repair NEC,Other repair of vagina
2007,708,Vaginal vault obliterat,Obliteration of vaginal vault
2008,7091,Vaginal operation NEC,Other operations on vagina
2009,7092,Cul-de-sac operation NEC,Other operations on cul-de-sac
2010,7093,Cul-de-sac grf/pros NEC,Other operations on cul-de-sac with graft or prosthesis
2011,7094,Insert biological graft,Insertion of biological graft
2012,7095,Insert synth graft/prost,Insertion of synthetic graft or prosthesis
2013,7101,Vulvar adhesiolysis,Lysis of vulvar adhesions
2014,7109,Incis vulva/perineum NEC,Other incision of vulva and perineum
2015,7111,Vulvar biopsy,Biopsy of vulva
2016,7561,Repair ob lac blad/ureth,Repair of current obstetric laceration of bladder and urethra
2017,7562,Repair ob lac rect/anus,Repair of current obstetric laceration of rectum and sphincter ani
2018,7569,Repair ob laceration NEC,Repair of other current obstetric laceration
2019,757,Manual explor uterus p/p,"Manual exploration of uterine cavity, postpartum"
2020,758,Ob tamponade uterus/vag,Obstetric tamponade of uterus or vagina
2021,7591,Evac ob inc hemat perin,Evacuation of obstetrical incisional hematoma of perineum
2022,7592,Evac ob hemat vulva/vag,Evacuation of other hematoma of vulva or vagina
2023,7593,Surg corr invert uterus,Surgical correction of inverted uterus
2024,7594,Man replac invert uterus,Immediate postpartum manual replacement of inverted uterus
2025,8009,Arth/pros rem wo rep NEC,"Arthrotomy for removal of prosthesis without replacement, other specified sites"
2026,8010,Other arthrotomy NOS,"Other arthrotomy, unspecified site"
2027,8011,Oth arthrotomy-shoulder,"Other arthrotomy, shoulder"
2028,8012,Oth arthrotomy-elbow,"Other arthrotomy, elbow"
2029,8395,Soft tissue aspirat NEC,Aspiration of other soft tissue
2030,8396,Injection into bursa,Injection of therapeutic substance into bursa
2031,8397,Injection into tendon,Injection of therapeutic substance into tendon
2032,8398,Soft tissue inject NEC,Injection of locally acting therapeutic substance into other soft tissue
2033,8399,Mus/ten/fas/bur op NEC,"Other operations on muscle, tendon, fascia, and bursa"
2034,8400,Upper limb amputat NOS,"Upper limb amputation, not otherwise specified"
2035,8401,Finger amputation,Amputation and disarticulation of finger
2036,8402,Thumb amputation,Amputation and disarticulation of thumb
2037,8403,Amputation through hand,Amputation through hand
2038,8404,Disarticulation of wrist,Disarticulation of wrist
2039,8405,Amputation thru forearm,Amputation through forearm
2040,8406,Disarticulation of elbow,Disarticulation of elbow
2041,8407,Amputation thru humerus,Amputation through humerus
2042,8408,Shoulder disarticulation,Disarticulation of shoulder
2043,8409,Forequarter amputation,Interthoracoscapular amputation
2044,8410,Lower limb amputat NOS,"Lower limb amputation, not otherwise specified"
2045,8411,Toe amputation,Amputation of toe
2046,8412,Amputation through foot,Amputation through foot
2047,8413,Disarticulation of ankle,Disarticulation of ankle
2048,8414,Amputat through malleoli,Amputation of ankle through malleoli of tibia and fibula
2049,8415,Below knee amputat NEC,Other amputation below knee
2050,8416,Disarticulation of knee,Disarticulation of knee
2051,8417,Above knee amputation,Amputation above knee
2052,8418,Disarticulation of hip,Disarticulation of hip
2053,8419,Hindquarter amputation,Abdominopelvic amputation
2054,8421,Thumb reattachment,Thumb reattachment
2055,8422,Finger reattachment,Finger reattachment
2056,8423,Forearm/wrist/hand reatt,"Forearm, wrist, or hand reattachment"
2057,8424,Upper arm reattachment,Upper arm reattachment
2058,8425,Toe reattachment,Toe reattachment
2059,8426,Foot reattachment,Foot reattachment
2060,8427,Lower leg/ankle reattach,Lower leg or ankle reattachment
2061,8428,Thigh reattachment,Thigh reattachment
2062,8429,Reattachment NEC,Other reattachment of extremity
2063,843,Amputation stump revis,Revision of amputation stump
2064,8440,Implnt/fit pros limb NOS,"Implantation or fitting of prosthetic limb device, not otherwise specified"
2065,8441,Fit up arm/should prosth,Fitting of prosthesis of upper arm and shoulder
2066,8442,Fit lo arm/hand prosthes,Fitting of prosthesis of lower arm and hand
2067,8443,Fit arm prosthesis NOS,"Fitting of prosthesis of arm, not otherwise specified"
2068,8444,Implant arm prosthesis,Implantation of prosthetic device of arm
2069,8445,Fit above knee prosthes,Fitting of prosthesis above knee
2070,8446,Fit below knee prosthes,Fitting of prosthesis below knee
2071,8447,Fit leg prosthesis NOS,"Fitting of prosthesis of leg, not otherwise specified"
2072,7119,Vulvar diagnos proc NEC,Other diagnostic procedures on vulva
2073,7599,Obstetric operation NEC,Other obstetric operations
2074,7601,Facial bone sequestrect,Sequestrectomy of facial bone
2075,7609,Facial bone incision NEC,Other incision of facial bone
2076,7611,Facial bone biopsy,Biopsy of facial bone
2077,7619,Facial bone dx proc NEC,Other diagnostic procedures on facial bones and joints
2078,762,Destruct facial bone les,Local excision or destruction of lesion of facial bone
2079,7631,Partial mandibulectomy,Partial mandibulectomy
2080,7639,Part facial ostectom NEC,Partial ostectomy of other facial bone
2081,8013,Oth arthrotomy-wrist,"Other arthrotomy, wrist"
2082,8014,Oth arthrotomy-hand/fngr,"Other arthrotomy, hand and finger"
2083,8015,Oth arthrotomy-hip,"Other arthrotomy, hip"
2084,8016,Oth arthrotomy-knee,"Other arthrotomy, knee"
2085,8017,Oth arthrotomy-ankle,"Other arthrotomy, ankle"
2086,8519,Breast dx procedure NEC,Other diagnostic procedures on breast
2087,8520,Breast tissu destruc NOS,"Excision or destruction of breast tissue, not otherwise specified"
2088,7121,Percutan bartholin aspir,Percutaneous aspiration of Bartholin's gland (cyst)
2089,7122,Incise bartholin's gland,Incision of Bartholin's gland (cyst)
2090,7123,Bartholin gland marsup,Marsupialization of Bartholin's gland (cyst)
2091,7124,Destruc bartholin gland,Excision or other destruction of Bartholin's gland (cyst)
2092,7129,Bartholin's gland op NEC,Other operations on Bartholin's gland
2093,713,Local vulvar excis NEC,Other local excision or destruction of vulva and perineum
2094,7641,Tot mandibulec w reconst,Total mandibulectomy with synchronous reconstruction
2095,7642,Total mandibulectomy NEC,Other total mandibulectomy
2096,7643,Mandibular reconst NEC,Other reconstruction of mandible
2097,7644,Tot face ostect w recons,Total ostectomy of other facial bone with synchronous reconstruction
2098,7645,Tot face bone ostect NEC,Other total ostectomy of other facial bone
2099,7646,Facial bone reconstr NEC,Other reconstruction of other facial bone
2100,765,Temporomand arthroplasty,Temporomandibular arthroplasty
2101,8018,Oth arthrotomy-foot/toe,"Other arthrotomy, foot and toe"
2102,8019,Other arthrotomy NEC,"Other arthrotomy, other specified sites"
2103,8020,Arthroscopy NOS,"Arthroscopy, unspecified site"
2104,8021,Shoulder arthroscopy,"Arthroscopy, shoulder"
2105,8022,Elbow arthroscopy,"Arthroscopy, elbow"
2106,8023,Wrist arthroscopy,"Arthroscopy, wrist"
2107,8024,Hand & finger arthroscop,"Arthroscopy, hand and finger"
2108,8025,Hip arthroscopy,"Arthroscopy, hip"
2109,8026,Knee arthroscopy,"Arthroscopy, knee"
2110,8027,Ankle arthroscopy,"Arthroscopy, ankle"
2111,8028,Foot & toe arthroscopy,"Arthroscopy, foot and toe"
2112,8029,Arthroscopy NEC,"Arthroscopy, other specified sites"
2113,8030,Joint biopsy NOS,"Biopsy of joint structure, unspecified site"
2114,8542,Bilat simple mastectomy,Bilateral simple mastectomy
2115,8543,Unilat exten simp mastec,Unilateral extended simple mastectomy
2116,8544,Bilat extend simp mastec,Bilateral extended simple mastectomy
2117,8545,Unilat radical mastectom,Unilateral radical mastectomy
2118,8546,Bilat radical mastectomy,Bilateral radical mastectomy
2119,8547,Unil ext rad mastectomy,Unilateral extended radical mastectomy
2120,8548,Bil exten rad mastectomy,Bilateral extended radical mastectomy
2121,8550,Augment mammoplasty NOS,"Augmentation mammoplasty, not otherwise specified"
2122,8551,Unil breast injec-augmen,Unilateral injection into breast for augmentation
2123,8552,Bil breast injec-augment,Bilateral injection into breast for augmentation
2124,8553,Unilat breast implant,Unilateral breast implant
2125,8554,Bilateral breast implant,Bilateral breast implant
2126,8555,Fat graft to breast,Fat graft to breast
2127,856,Mastopexy,Mastopexy
2128,8570,Totl reconstc breast NOS,"Total reconstruction of breast, not otherwise specified"
2129,8571,Latiss dorsi myocut flap,Latissimus dorsi myocutaneous flap
2130,8572,"TRAM flap, pedicled","Transverse rectus abdominis myocutaneous (TRAM) flap, pedicled"
2131,8573,"TRAM flap, free","Transverse rectus abdominis myocutaneous (TRAM) flap, free"
2132,8574,"DIEP flap, free","Deep inferior epigastric artery perforator (DIEP) flap, free"
2133,8575,"SIEA flap, free","Superficial inferior epigastric artery (SIEA) flap, free"
2134,8576,"GAP flap, free","Gluteal artery perforator (GAP) flap, free"
2135,8579,Totl reconst breast NEC,Other total reconstruction of breast
2136,8581,Suture breast laceration,Suture of laceration of breast
2137,8582,Breast split-thick graft,Split-thickness graft to breast
2138,8583,Breast full-thick graft,Full-thickness graft to breast
2139,8584,Breast pedicle graft,Pedicle graft to breast
2140,8585,Breast muscle flap graft,Muscle flap graft to breast
2141,8586,Transposition of nipple,Transposition of nipple
2142,8587,Nipple repair NEC,Other repair or reconstruction of nipple
2143,8589,Mammoplasty NEC,Other mammoplasty
2144,8591,Aspiration of breast,Aspiration of breast
2145,8592,Breast injection,Injection of therapeutic agent into breast
2146,8593,Breast implant revision,Revision of implant of breast
2147,8594,Breast implant removal,Removal of implant of breast
2148,8595,Inser breast tissu expan,Insertion of breast tissue expander
2149,8596,Remov breast tissu expan,Removal of breast tissue expander
2150,8599,Breast operation NEC,Other operations on the breast
2151,8601,Aspiration skin & subq,Aspiration of skin and subcutaneous tissue
2152,8602,Skin defect tattooing,Injection or tattooing of skin lesion or defect
2153,8603,Incision pilonidal sinus,Incision of pilonidal sinus or cyst
2154,8604,Other skin & subq i & d,Other incision with drainage of skin and subcutaneous tissue
2155,8605,Removal fb/dev from skin,Incision with removal of foreign body or device from skin and subcutaneous tissue
2156,8606,Insert infusion pump,Insertion of totally implantable infusion pump
2157,8607,Insert vasc access dev,Insertion of totally implantable vascular access device [VAD]
2158,8609,Skin & subq incision NEC,Other incision of skin and subcutaneous tissue
2159,8611,Closed bx skin/subq tiss,Closed biopsy of skin and subcutaneous tissue
2160,8619,Skin & subq dx proc NEC,Other diagnostic procedures on skin and subcutaneous tissue
2161,714,Operations on clitoris,Operations on clitoris
2162,715,Radical vulvectomy,Radical vulvectomy
2163,7161,Unilateral vulvectomy,Unilateral vulvectomy
2164,7661,Cl osteoplasty mand rami,Closed osteoplasty [osteotomy] of mandibular ramus
2165,7662,Open osteoplas mand rami,Open osteoplasty [osteotomy] of mandibular ramus
2166,7663,Osteoplasty mandible bdy,Osteoplasty [osteotomy] of body of mandible
2167,7664,Mand orthognathic op NEC,Other orthognathic surgery on mandible
2168,7665,Seg osteoplasty maxilla,Segmental osteoplasty [osteotomy] of maxilla
2169,7666,Tot osteoplasty maxilla,Total osteoplasty [osteotomy] of maxilla
2170,7667,Reduction genioplasty,Reduction genioplasty
2171,7668,Augmentation genioplasty,Augmentation genioplasty
2172,7669,Facial bone repair NEC,Other facial bone repair
2173,7670,Reduction facial fx NOS,"Reduction of facial fracture, not otherwise specified"
2174,7671,Cl reduct malar/zygo fx,Closed reduction of malar and zygomatic fracture
2175,7672,Opn reduct malar/zygo fx,Open reduction of malar and zygomatic fracture
2176,7673,Cl reduct maxillary fx,Closed reduction of maxillary fracture
2177,7674,Open reduct maxillary fx,Open reduction of maxillary fracture
2178,7675,Cl reduct mandible fx,Closed reduction of mandibular fracture
2179,7676,Open reduct mandible fx,Open reduction of mandibular fracture
2180,7677,Open reduct alveolar fx,Open reduction of alveolar fracture
2181,7678,Cl reduct facial fx NEC,Other closed reduction of facial fracture
2182,7679,Open reduct face fx NEC,Other open reduction of facial fracture
2183,7691,Bone graft to face bone,Bone graft to facial bone
2184,7692,Syn implant to face bone,Insertion of synthetic implant in facial bone
2185,7693,Clos reduct tm dislocat,Closed reduction of temporomandibular dislocation
2186,7694,Open reduct tm dislocat,Open reduction of temporomandibular dislocation
2187,7695,Tm manipulation NEC,Other manipulation of temporomandibular joint
2188,7696,Injec therap sbst tm jnt,Injection of therapeutic substance into temporomandibular joint
2189,7697,Remove int fix face bone,Removal of internal fixation device from facial bone
2190,7699,Facial bone/jnt op NEC,Other operations on facial bones and joints
2191,7700,Sequestrectomy NOS,"Sequestrectomy, unspecified site"
2192,7701,Chest cage sequestrec,"Sequestrectomy, scapula, clavicle, and thorax [ribs and sternum]"
2193,7702,Humerus sequestrectomy,"Sequestrectomy, humerus"
2194,7703,Radius & ulna sequestrec,"Sequestrectomy, radius and ulna"
2195,7704,Metacarp/carp sequestrec,"Sequestrectomy, carpals and metacarpals"
2196,7705,Femoral sequestrectomy,"Sequestrectomy, femur"
2197,7706,Patellar sequestrectomy,"Sequestrectomy, patella"
2198,8031,Shoulder joint biopsy,"Biopsy of joint structure, shoulder"
2199,8032,Elbow joint biopsy,"Biopsy of joint structure, elbow"
2200,8033,Wrist joint biopsy,"Biopsy of joint structure, wrist"
2201,8034,Hand/finger joint biopsy,"Biopsy of joint structure, hand and finger"
2202,8448,Implant leg prosthesis,Implantation of prosthetic device of leg
2203,8451,Ins spinal fusion device,Insertion of interbody spinal fusion device
2204,8452,Insert recombinant BMP,Insertion of recombinant bone morphogenetic protein
2205,8453,Imp limb length kinetic,Implantation of internal limb lengthening device with kinetic distraction
2206,8454,Impl other limb length,Implantation of other internal limb lengthening device
2207,8455,Ins bone void filler,Insertion of bone void filler
2208,8456,Ins or rep cement spacer,Insertion or replacement of (cement) spacer
2209,8457,Removal of cement spacer,Removal of (cement) spacer
2210,8459,Insert othr spin device,Insertion of other spinal devices
2211,8460,Insert disc pros NOS,"Insertion of spinal disc prosthesis, not otherwise specified"
2212,8461,Ins part disc pros cerv,"Insertion of partial spinal disc prosthesis, cervical"
2213,8462,Ins tot disc prost cerv,"Insertion of total spinal disc prosthesis, cervical"
2214,8463,Ins spin disc pros thor,"Insertion of spinal disc prosthesis, thoracic"
2215,8464,Ins part disc pros lumb,"Insertion of partial spinal disc prosthesis, lumbosacral"
2216,8465,Ins totl disc pros lumb,"Insertion of total spinal disc prosthesis, lumbosacral"
2217,8466,Revise disc prost cerv,"Revision or replacement of artificial spinal disc prosthesis, cervical"
2218,8467,Revise disc prost thora,"Revision or replacement of artificial spinal disc prosthesis, thoracic"
2219,8468,Revise disc prosth lumb,"Revision or replacement of artificial spinal disc prosthesis, lumbosacral"
2220,8469,Revise disc prosth NOS,"Revision or replacement of artificial spinal disc prosthesis, not otherwise specified"
2221,8471,App ext fix dev-monoplan,"Application of external fixator device, monoplanar system"
2222,8472,App ext fix dev-ring sys,"Application of external fixator device, ring system"
2223,8473,App hybrid ext fix dev,Application of hybrid external fixator device
2224,8480,Ins/repl interspine dev,Insertion or replacement of interspinous process device(s)
2225,8481,Rev interspine device,Revision of interspinous process device(s)
2226,8482,Ins/repl pdcl stabil dev,Insertion or replacement of pedicle-based dynamic stabilization device(s)
2227,8483,Rev pedcl dyn stabil dev,Revision of pedicle-based dynamic stabilization device(s)
2228,8484,Ins/repl facet replc dev,Insertion or replacement of facet replacement device(s)
2229,8485,Rev facet replace device,Revision of facet replacement device(s)
2230,8491,Amputation NOS,"Amputation, not otherwise specified"
2231,8492,Separat equal join twin,Separation of equal conjoined twins
2232,8493,Separat unequl join twin,Separation of unequal conjoined twins
2233,8494,Ins strn fix w rgd plate,Insertion of sternal fixation device with rigid plates
2234,8499,Musculoskeletal op NEC,Other operations on musculoskeletal system
2235,850,Mastotomy,Mastotomy
2236,7162,Bilateral vulvectomy,Bilateral vulvectomy
2237,7171,Suture vulvar laceration,Suture of laceration of vulva or perineum
2238,7172,Repair vulvar fistula,Repair of fistula of vulva or perineum
2239,7707,Tibia/fibula sequestrec,"Sequestrectomy, tibia and fibula"
2240,7708,Metatar/tar sequestrec,"Sequestrectomy, tarsals and metatarsals"
2241,7709,Sequestrectomy NEC,"Sequestrectomy, other bones"
2242,7710,Other bone incision NOS,"Other incision of bone without division, unspecified site"
2243,7711,Other chest cage incis,"Other incision of bone without division, scapula, clavicle, and thorax [ribs and sternum]"
2244,7712,Other humerus incision,"Other incision of bone without division, humerus"
2245,7713,Other radius/ulna incis,"Other incision of bone without division, radius and ulna"
2246,7714,Oth metacarp/carp incis,"Other incision of bone without division, carpals and metacarpals"
2247,7715,Other femoral incision,"Other incision of bone without division, femur"
2248,7716,Other patellar incision,"Other incision of bone without division, patella"
2249,7717,Other tibia/fibula incis,"Other incision of bone without division, tibia and fibula"
2250,7718,Oth metatars/tars incis,"Other incision of bone without division, tarsals and metatarsals"
2251,7719,Bone incis w/o div NEC,"Other incision of bone without division, other bones"
2252,7720,Wedge osteotomy NOS,"Wedge osteotomy, unspecified site"
2253,7721,Chest cage wedg osteotom,"Wedge osteotomy, scapula, clavicle, and thorax [ribs and sternum]"
2254,5503,Percu nephrostm w/o frag,Percutaneous nephrostomy without fragmentation
2255,5504,Percu nephrostmy w frag,Percutaneous nephrostomy with fragmentation
2256,5511,Pyelotomy,Pyelotomy
2257,5512,Pyelostomy,Pyelostomy
2258,5521,Nephroscopy,Nephroscopy
2259,5522,Pyeloscopy,Pyeloscopy
2260,5523,Closed renal biopsy,Closed [percutaneous] [needle] biopsy of kidney
2261,5524,Open renal biopsy,Open biopsy of kidney
2262,5529,Renal diagnost proc NEC,Other diagnostic procedures on kidney
2263,6061,Los excis prostatic les,Local excision of lesion of prostate
2264,6062,Perineal prostatectomy,Perineal prostatectomy
2265,6069,Prostatectomy NEC,Other prostatectomy
2266,6071,Percut semin ves aspirat,Percutaneous aspiration of seminal vesicle
2267,6072,Seminal vesicle incision,Incision of seminal vesicle
2268,6073,Seminal vesicle excision,Excision of seminal vesicle
2269,6079,Seminal vesicle op NEC,Other operations on seminal vesicles
2270,6081,Periprostatic incision,Incision of periprostatic tissue
2271,6082,Periprostatic excision,Excision of periprostatic tissue
2272,6091,Percut prostatic aspirat,Percutaneous aspiration of prostate
2273,6092,Injection into prostate,Injection into prostate
2274,6093,Repair of prostate,Repair of prostate
2275,6094,Control prostate hemorr,Control of (postoperative) hemorrhage of prostate
2276,6441,Suture penile laceration,Suture of laceration of penis
2277,6095,Trans bal dil pros ureth,Transurethral balloon dilation of the prostatic urethra
2278,6096,Tu destr prostate by mt,Transurethral destruction of prostate tissue by microwave thermotherapy
2279,6097,Oth tu destr pros - rt,Other transurethral destruction of prostate tissue by other thermotherapy
2280,6099,Prostatic operation NEC,Other operations on prostate
2281,610,Scrotum & tunica i & d,Incision and drainage of scrotum and tunica vaginalis
2282,6111,Scrotum & tunica biopsy,Biopsy of scrotum or tunica vaginalis
2283,6119,Scrot/tunica dx proc NEC,Other diagnostic procedures on scrotum and tunica vaginalis
2284,612,Excision of hydrocele,Excision of hydrocele (of tunica vaginalis)
2285,613,Scrotal les destruction,Excision or destruction of lesion or tissue of scrotum
2286,6141,Suture scrotal lacerat,Suture of laceration of scrotum and tunica vaginalis
2287,6142,Scrotal fistula repair,Repair of scrotal fistula
2288,6149,Scrotum/tunic repair NEC,Other repair of scrotum and tunica vaginalis
2289,6191,Percut tunica aspiration,Percutaneous aspiration of tunica vaginalis
2290,6192,Excision tunica les NEC,Excision of lesion of tunica vaginalis other than hydrocele
2291,6199,Scrotum & tunica op NEC,Other operations on scrotum and tunica vaginalis
2292,620,Incision of testes,Incision of testis
2293,6211,Closed testicular biopsy,Closed [percutaneous] [needle] biopsy of testis
2294,6212,Open testicular biopsy,Open biopsy of testis
2295,6219,Testes dx procedure NEC,Other diagnostic procedures on testes
2296,622,Testicular les destruct,Excision or destruction of testicular lesion
2297,634,Epididymectomy,Epididymectomy
2298,6351,Suture cord & epid lacer,Suture of laceration of spermatic cord and epididymis
2299,6352,Reduction torsion testes,Reduction of torsion of testis or spermatic cord
2300,6353,Transplant spermat cord,Transplantation of spermatic cord
2301,623,Unilateral orchiectomy,Unilateral orchiectomy
2302,6241,Remove both testes,Removal of both testes at same operative episode
2303,6242,Remove solitary testis,Removal of remaining testis
2304,625,Orchiopexy,Orchiopexy
2305,6261,Suture testicular lacer,Suture of laceration of testis
2306,6269,Testicular repair NEC,Other repair of testis
2307,627,Insert testicular prosth,Insertion of testicular prosthesis
2308,6291,Aspiration of testes,Aspiration of testis
2309,6292,Injection into testes,Injection of therapeutic substance into testis
2310,6299,Testicular operation NEC,Other operations on testes
2311,6301,Spermatic cord/vas biops,"Biopsy of spermatic cord, epididymis, or vas deferens"
2312,6309,Spermat cord/vas dx NEC,"Other diagnostic procedures on spermatic cord, epididymis, and vas deferens"
2313,631,Exc spermatic varicocele,Excision of varicocele and hydrocele of spermatic cord
2314,632,Excise epididymis cyst,Excision of cyst of epididymis
2315,633,Excise cord/epid les NEC,Excision of other lesion or tissue of spermatic cord and epididymis
2316,5717,Percutaneous cystostomy,Percutaneous cystostomy
2317,5718,Other suprapu cystostomy,Other suprapubic cystostomy
2318,5719,Cystotomy NEC,Other cystotomy
2319,5721,Vesicostomy,Vesicostomy
2320,5722,Revise clo vesicostomy,Revision or closure of vesicostomy
2321,5731,Cystoscopy thru stoma,Cystoscopy through artificial stoma
2322,5732,Cystoscopy NEC,Other cystoscopy
2323,5733,Clos transureth bladd bx,Closed [transurethral] biopsy of bladder
2324,5734,Open bladder biopsy,Open biopsy of bladder
2325,5739,Bladder diagnos proc NEC,Other diagnostic procedures on bladder
2326,5741,Tu adhesiolysis bladder,Transurethral lysis of intraluminal adhesions
2327,5749,Tu destruc bladd les NEC,Other transurethral excision or destruction of lesion or tissue of bladder
2328,5751,Excision of urachus,Excision of urachus
2329,5759,Bladder les destruct NEC,Open excision or destruction of other lesion or tissue of bladder
2330,576,Partial cystectomy,Partial cystectomy
2331,5771,Radical cystectomy,Radical cystectomy
2332,5779,Total cystectomy NEC,Other total cystectomy
2333,5781,Suture bladder lacerat,Suture of laceration of bladder
2334,5782,Cystostomy closure,Closure of cystostomy
2335,5783,Enterovesico fist repair,Repair of fistula involving bladder and intestine
2336,5784,Vesic fistula repair NEC,Repair of other fistula of bladder
2337,5785,Cystourethroplasty,Cystourethroplasty and plastic repair of bladder neck
2338,5786,Bladder exstrophy repair,Repair of bladder exstrophy
2339,5787,Bladder reconstruction,Reconstruction of urinary bladder
2340,5788,Bladder anastomosis NEC,Other anastomosis of bladder
2341,5789,Bladder repair NEC,Other repair of bladder
2342,5791,Bladder sphincterotomy,Sphincterotomy of bladder
2343,5792,Bladder neck dilation,Dilation of bladder neck
2344,5793,Control bladd hemorrhage,Control of (postoperative) hemorrhage of bladder
2345,5794,Insert indwelling cath,Insertion of indwelling urinary catheter
2346,5795,Replace indwelling cath,Replacement of indwelling urinary catheter
2347,5796,Implant bladder stimulat,Implantation of electronic bladder stimulator
2348,5797,Replace bladder stimulat,Replacement of electronic bladder stimulator
2349,5798,Remove bladder stimulat,Removal of electronic bladder stimulator
2350,5799,Bladder operation NEC,Other operations on bladder
2351,580,Urethrotomy,Urethrotomy
2352,581,Urethral meatotomy,Urethral meatotomy
2353,5821,Perineal urethroscopy,Perineal urethroscopy
2354,5822,Urethroscopy NEC,Other urethroscopy
2355,5823,Urethral biopsy,Biopsy of urethra
2356,5824,Periurethral biopsy,Biopsy of periurethral tissue
2357,5829,Urethral dx proc NEC,Other diagnostic procedures on urethra and periurethral tissue
2358,5831,Endosc destr urethra les,Endoscopic excision or destruction of lesion or tissue of urethra
2359,5839,Other destru urethra les,Other local excision or destruction of lesion or tissue of urethra
2360,5841,Suture urethral lacerat,Suture of laceration of urethra
2361,5842,Urethrostomy closure,Closure of urethrostomy
2362,5843,Close ureth fistula NEC,Closure of other fistula of urethra
2363,5844,Urethral reanastomosis,Reanastomosis of urethra
2364,5845,Hypo-epispadius repair,Repair of hypospadias or epispadias
2365,5846,Ureth reconstruction NEC,Other reconstruction of urethra
2366,5847,Urethral meatoplasty,Urethral meatoplasty
2367,5849,Urethral repair NEC,Other repair of urethra
2368,585,Ureth stricture release,Release of urethral stricture
2369,586,Urethral dilation,Dilation of urethra
2370,5891,Periurethral incision,Incision of periurethral tissue
2371,5892,Periurethral excision,Excision of periurethral tissue
2372,5893,Implt artf urin sphinct,Implantation of artificial urinary sphincter [AUS]
2373,5899,Ureth/periureth op NEC,Other operations on urethra and periurethral tissue
2374,5900,Retroperit dissect NOS,"Retroperitoneal dissection, not otherwise specified"
2375,5902,Periren adhesiolys NEC,Other lysis of perirenal or periureteral adhesions
2376,5903,Lap lys periren/uret adh,Laparoscopic lysis of perirenal or periureteral adhesions
2377,5909,Periren/ureter incis NEC,Other incision of perirenal or periureteral tissue
2378,5911,Oth lys perives adhesio,Other lysis of perivesical adhesions
2379,5912,Lap lys perivesureth adh,Laparoscopic lysis of perivesical adhesions
2380,5919,Perivesical incision NEC,Other incision of perivesical tissue
2381,5921,Periren/ureteral biopsy,Biopsy of perirenal or perivesical tissue
2382,5929,Periren/uret dx proc NEC,"Other diagnostic procedures on perirenal tissue, perivesical tissue, and retroperitoneum"
2383,593,Urethroves junct plicat,Plication of urethrovesical junction
2384,594,Suprapubic sling op,Suprapubic sling operation
2385,595,Retropubic ureth suspens,Retropubic urethral suspension
2386,596,Paraurethral suspension,Paraurethral suspension
2387,5971,Levator musc suspension,Levator muscle operation for urethrovesical suspension
2388,5972,Inject implant urethra,Injection of implant into urethra and/or bladder neck
2389,5979,Urin incontin repair NEC,Other repair of urinary stress incontinence
2390,598,Ureteral catheterization,Ureteral catheterization
2391,5991,Periren/vesicle excision,Excision of perirenal or perivesical tissue
2392,5992,Periren/vesicle op NEC,Other operations on perirenal or perivesical tissue
2393,5993,Replace ureterost tube,Replacement of ureterostomy tube
2394,5994,Replace cystostomy tube,Replacement of cystostomy tube
2395,5995,Ultrason fragment-stone,Ultrasonic fragmentation of urinary stones
2396,5999,Urinary system op NEC,Other operations on urinary system
2397,600,Incision of prostate,Incision of prostate
2398,6011,Closed prostatic biopsy,Closed [percutaneous] [needle] biopsy of prostate
2399,6012,Open prostatic biopsy,Open biopsy of prostate
2400,6013,Clos seminal vesicles bx,Closed [percutaneous] biopsy of seminal vesicles
2401,6014,Open seminal vesicles bx,Open biopsy of seminal vesicles
2402,6015,Periprostatic biopsy,Biopsy of periprostatic tissue
2403,6018,Prostatic dx proced NEC,Other diagnostic procedures on prostate and periprostatic tissue
2404,6019,Semin ves dx proced NEC,Other diagnostic procedures on seminal vesicles
2405,6021,Transureth prostatectomy,Transurethral (ultrasound) guided laser induced prostatectomy (TULIP)
2406,6029,Oth transureth prostatec,Other transurethral prostatectomy
2407,603,Suprapubic prostatectomy,Suprapubic prostatectomy
2408,604,Retropubic prostatectomy,Retropubic prostatectomy
2409,605,Radical prostatectomy,Radical prostatectomy
2410,6491,Dorsal/lat slit prepuce,Dorsal or lateral slit of prepuce
2411,6492,Incision of penis,Incision of penis
2412,6493,Division of penile adhes,Division of penile adhesions
2413,6494,Fit ext penile prosthes,Fitting of external prosthesis of penis
2414,6495,Ins noninfl penis prosth,Insertion or replacement of non-inflatable penile prosthesis
2415,6496,Remove int penile prosth,Removal of internal prosthesis of penis
2416,6359,Cord & epidid repair NEC,Other repair of spermatic cord and epididymis
2417,636,Vasotomy,Vasotomy
